MSG:1005,0,1,"MakeMKV v1.18.2 win(x64-release) started","%1 started","MakeMKV v1.18.2 win(x64-release)"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1529856, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1529856"
MSG:5076,16777216,2,"Hash check failed for file 00005.m2ts at offset 1566720, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00005.m2ts","1566720"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 1566720, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","1566720"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:5076,16777216,2,"Hash check failed for file 00005.m2ts at offset 3729408, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3796992, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3796992"
MSG:5076,0,2,"Hash check failed for file 00005.m2ts at offset 3926016, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00005.m2ts","3926016"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,0,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4190208, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4190208"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4257792, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4257792"
MSG:5076,0,2,"Hash check failed for file 00005.m2ts at offset 4319232, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00005.m2ts","4319232"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4651008, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4651008"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 4651008, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","4651008"
MSG:4009,16777216,2,"Too many AV synchronization issues in file '/BDMV/STREAM/00005.m2ts' (title #-) , future messages will be printed only to log file","Too many AV synchronization issues in file '%1' (title #%2) , future messages will be printed only to log file","/BDMV/STREAM/00005.m2ts","-"
MSG:5076,16777216,2,"Hash check failed for file 00005.m2ts at offset 4712448, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00005.m2ts","4712448"
MSG:5077,0,1,"Too many hash check errors in file 00005.m2ts.","Too many hash check errors in file %1.","00005.m2ts"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3674112, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3674112"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00005.m2ts' is corrupt or invalid at offset 3729408, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00005.m2ts","3729408"
