TCOUNT:50
CINFO:1,6206,"DVD disc"
CINFO:2,0,"THE_PEANUTS_MOVIE"
CINFO:30,0,"THE_PEANUTS_MOVIE"
CINFO:31,6119,"<b>Source information</b><br>"
CINFO:32,0,"THE_PEANUTS_MOVIE"
CINFO:33,0,"0"
TINFO:0,8,0,"25"
TINFO:0,9,0,"1:27:32"
TINFO:0,10,0,"3.8 GB"
TINFO:0,11,0,"4173113344"
TINFO:0,15,0,"1"
TINFO:0,24,0,"01"
TINFO:0,25,0,"7"
TINFO:0,26,0,"1-34,35-51,52,54,(55,57,59,61),63-64,65"
TINFO:0,27,0,"B1_t00.mkv"
TINFO:0,30,0,"25 chapter(s) , 3.8 GB (angle 1) (B1)"
TINFO:0,31,6120,"<b>Title information</b><br>"
TINFO:0,33,0,"0"
TINFO:0,49,0,"B1"
SINFO:21,1,5,0,"A_AC3"
SINFO:21,1,6,0,"DD"
SINFO:21,1,7,0,"Dolby Digital"
SINFO:21,1,13,0,"448 Kb/s"
SINFO:21,1,14,0,"6"
SINFO:21,1,17,0,"48000"
SINFO:21,1,22,0,"0"
SINFO:21,1,30,0,"DD Surround 5.1 English"
SINFO:21,1,31,6121,"<b>Track information</b><br>"
SINFO:21,1,33,0,"90"
SINFO:21,1,38,0,"d"
SINFO:21,1,39,0,"Default"
SINFO:21,1,40,0,"5.1(side)"
SINFO:21,1,42,5088,"( Lossless conversion )"
SINFO:21,2,1,6202,"Audio"
SINFO:21,2,2,0,"Surround 5.1"
SINFO:21,2,3,0,"eng"
SINFO:21,2,4,0,"English"
SINFO:21,2,5,0,"A_AC3"
SINFO:21,2,6,0,"DD"
SINFO:21,2,7,0,"Dolby Digital"
SINFO:21,2,13,0,"384 Kb/s"
SINFO:21,2,14,0,"6"
SINFO:21,2,17,0,"48000"
SINFO:21,2,22,0,"4"
SINFO:21,2,30,0,"DD Surround 5.1 English"
SINFO:21,2,31,6121,"<b>Track information</b><br>"
SINFO:21,2,33,0,"90"
SINFO:21,2,38,0,""
SINFO:21,2,40,0,"5.1(side)"
SINFO:21,2,42,5088,"( Lossless conversion )"
SINFO:21,3,1,6202,"Audio"
SINFO:21,3,2,5091,"Stereo"
SINFO:21,3,3,0,"spa"
SINFO:21,3,4,0,"Spanish"
SINFO:21,3,5,0,"A_AC3"
SINFO:21,3,6,0,"DD"
SINFO:21,3,7,0,"Dolby Digital"
SINFO:21,3,13,0,"192 Kb/s"
SINFO:21,3,14,0,"2"
SINFO:21,3,17,0,"48000"
SINFO:21,3,22,0,"0"
SINFO:21,3,30,0,"DD Stereo Spanish"
SINFO:21,3,31,6121,"<b>Track information</b><br>"
SINFO:21,3,33,0,"90"
SINFO:21,3,38,0,""
SINFO:21,3,40,0,"stereo"
SINFO:21,3,42,5088,"( Lossless conversion )"
SINFO:21,4,1,6202,"Audio"
SINFO:21,4,2,5091,"Stereo"
SINFO:21,4,3,0,"fre"
SINFO:21,4,4,0,"French"
SINFO:21,4,5,0,"A_AC3"
SINFO:21,4,6,0,"DD"
SINFO:21,4,7,0,"Dolby Digital"
SINFO:21,4,13,0,"192 Kb/s"
SINFO:21,4,14,0,"2"
SINFO:21,4,17,0,"48000"
SINFO:21,4,22,0,"0"
SINFO:21,4,30,0,"DD Stereo French"
SINFO:21,4,31,6121,"<b>Track information</b><br>"
SINFO:21,4,33,0,"90"
SINFO:21,4,38,0,""
SINFO:21,4,40,0,"stereo"
SINFO:21,4,42,5088,"( Lossless conversion )"
SINFO:21,5,1,6203,"Subtitles"
SINFO:21,5,3,0,"eng"
SINFO:21,5,4,0,"English"
SINFO:21,5,5,0,"S_VOBSUB"
SINFO:21,5,6,0,""
SINFO:21,5,7,0,"Dvd Subtitles"
SINFO:21,5,22,0,"0"
SINFO:21,5,30,0," English"
SINFO:21,5,31,6121,"<b>Track information</b><br>"
SINFO:21,5,33,0,"90"
SINFO:21,5,38,0,"d"
SINFO:21,5,39,0,"Default"
SINFO:21,5,42,5088,"( Lossless conversion )"
SINFO:21,6,1,6203,"Subtitles"
SINFO:21,6,3,0,"spa"
SINFO:21,6,4,0,"Spanish"
SINFO:21,6,5,0,"S_VOBSUB"
SINFO:21,6,6,0,""
SINFO:21,6,7,0,"Dvd Subtitles"
SINFO:21,6,22,0,"0"
SINFO:21,6,30,0," Spanish"
SINFO:21,6,31,6121,"<b>Track information</b><br>"
SINFO:21,6,33,0,"90"
SINFO:21,6,38,0,""
SINFO:21,6,42,5088,"( Lossless conversion )"
SINFO:21,7,1,6203,"Subtitles"
SINFO:21,7,3,0,"fre"
SINFO:21,7,4,0,"French"
SINFO:21,7,5,0,"S_VOBSUB"
SINFO:21,7,6,0,""
SINFO:21,7,7,0,"Dvd Subtitles"
SINFO:21,7,22,0,"0"
SINFO:21,7,30,0," French"
SINFO:21,7,31,6121,"<b>Track information</b><br>"
SINFO:21,7,33,0,"90"
SINFO:21,7,38,0,""
SINFO:21,7,42,5088,"( Lossless conversion )"
SINFO:21,8,1,6203,"Subtitles"
SINFO:21,8,3,0,"spa"
SINFO:21,8,4,0,"Spanish"
SINFO:21,8,5,0,"S_VOBSUB"
SINFO:21,8,6,0,""
SINFO:21,8,7,0,"Dvd Subtitles"
SINFO:21,8,22,0,"0"
SINFO:21,8,30,0," Spanish"
SINFO:21,8,31,6121,"<b>Track information</b><br>"
SINFO:21,8,33,0,"90"
SINFO:21,8,38,0,""
SINFO:21,8,42,5088,"( Lossless conversion )"
SINFO:21,9,1,6203,"Subtitles"
SINFO:21,9,3,0,"fre"
SINFO:21,9,4,0,"French"
SINFO:21,9,5,0,"S_VOBSUB"
SINFO:21,9,6,0,""
SINFO:21,9,7,0,"Dvd Subtitles"
SINFO:21,9,22,0,"0"
SINFO:21,9,30,0," French"
SINFO:21,9,31,6121,"<b>Track information</b><br>"
SINFO:21,9,33,0,"90"
SINFO:21,9,38,0,""
SINFO:21,9,42,5088,"( Lossless conversion )"
SINFO:21,10,1,6203,"Subtitles"
SINFO:21,10,3,0,"eng"
SINFO:21,10,4,0,"English"
SINFO:21,10,5,0,"S_CC608/DVD"
SINFO:21,10,6,0,"CC"
SINFO:21,10,7,0,"Closed Captions"
SINFO:21,10,13,0,"9.8 Mb/s"
SINFO:21,10,22,0,"0"
SINFO:21,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:21,10,31,6121,"<b>Track information</b><br>"
SINFO:21,10,33,0,"90"
SINFO:21,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:21,10,38,0,""
SINFO:21,10,41,0,"Text"
SINFO:21,10,42,5087,"( Lossy conversion )"
TINFO:22,8,0,"17"
TINFO:22,9,0,"0:27:30"
TINFO:22,10,0,"1.1 GB"
TINFO:22,11,0,"1272047616"
TINFO:22,15,0,"2"
TINFO:22,24,0,"26"
TINFO:22,25,0,"18"
TINFO:22,26,0,"1,2,3,4,5,6,7,8,9,10,11-12,13,14,16,17,(19,21,23,25),26,27"
TINFO:22,27,0,"G1_t22.mkv"
TINFO:22,30,0,"17 chapter(s) , 1.1 GB (angle 2) (G1)"
TINFO:22,31,6120,"<b>Title information</b><br>"
TINFO:22,33,0,"0"
TINFO:22,49,0,"G1"
SINFO:22,0,1,6201,"Video"
SINFO:22,0,5,0,"V_MPEG2"
SINFO:22,0,6,0,"Mpeg2"
SINFO:22,0,7,0,"Mpeg2"
SINFO:22,0,13,0,"9.8 Mb/s"
SINFO:22,0,19,0,"720x480"
SINFO:22,0,20,0,"16:9"
SINFO:22,0,21,0,"29.97 (30000/1001)"
SINFO:22,0,22,0,"0"
SINFO:22,0,30,0,"Mpeg2"
SINFO:22,0,31,6121,"<b>Track information</b><br>"
SINFO:22,0,33,0,"0"
SINFO:22,0,38,0,""
SINFO:22,0,42,5088,"( Lossless conversion )"
SINFO:22,1,1,6202,"Audio"
SINFO:22,1,2,0,"Surround 5.1"
SINFO:22,1,3,0,"eng"
SINFO:22,1,4,0,"English"
SINFO:22,1,5,0,"A_AC3"
SINFO:22,1,6,0,"DD"
SINFO:22,1,7,0,"Dolby Digital"
SINFO:22,1,13,0,"448 Kb/s"
SINFO:22,1,14,0,"6"
SINFO:22,1,17,0,"48000"
SINFO:22,1,22,0,"0"
SINFO:22,1,30,0,"DD Surround 5.1 English"
SINFO:22,1,31,6121,"<b>Track information</b><br>"
SINFO:22,1,33,0,"90"
SINFO:22,1,38,0,"d"
SINFO:22,1,39,0,"Default"
SINFO:22,1,40,0,"5.1(side)"
SINFO:22,1,42,5088,"( Lossless conversion )"
SINFO:22,2,1,6202,"Audio"
SINFO:22,2,2,0,"Surround 5.1"
SINFO:22,2,3,0,"eng"
SINFO:22,2,4,0,"English"
SINFO:22,2,5,0,"A_AC3"
SINFO:22,2,6,0,"DD"
SINFO:22,2,7,0,"Dolby Digital"
SINFO:22,2,13,0,"384 Kb/s"
SINFO:22,2,14,0,"6"
SINFO:22,2,17,0,"48000"
SINFO:22,2,22,0,"4"
SINFO:22,2,30,0,"DD Surround 5.1 English"
SINFO:22,2,31,6121,"<b>Track information</b><br>"
SINFO:22,2,33,0,"90"
SINFO:22,2,38,0,""
SINFO:22,2,40,0,"5.1(side)"
SINFO:22,2,42,5088,"( Lossless conversion )"
SINFO:22,3,1,6202,"Audio"
SINFO:22,3,2,5091,"Stereo"
SINFO:22,3,3,0,"spa"
SINFO:22,3,4,0,"Spanish"
SINFO:22,3,5,0,"A_AC3"
SINFO:22,3,6,0,"DD"
SINFO:22,3,7,0,"Dolby Digital"
SINFO:22,3,13,0,"192 Kb/s"
SINFO:22,3,14,0,"2"
SINFO:22,3,17,0,"48000"
SINFO:22,3,22,0,"0"
SINFO:22,3,30,0,"DD Stereo Spanish"
SINFO:22,3,31,6121,"<b>Track information</b><br>"
SINFO:22,3,33,0,"90"
SINFO:22,3,38,0,""
SINFO:22,3,40,0,"stereo"
SINFO:22,3,42,5088,"( Lossless conversion )"
SINFO:22,4,1,6202,"Audio"
SINFO:22,4,2,5091,"Stereo"
SINFO:22,4,3,0,"fre"
SINFO:22,4,4,0,"French"
SINFO:22,4,5,0,"A_AC3"
SINFO:22,4,6,0,"DD"
SINFO:22,4,7,0,"Dolby Digital"
SINFO:22,4,13,0,"192 Kb/s"
SINFO:22,4,14,0,"2"
SINFO:22,4,17,0,"48000"
SINFO:22,4,22,0,"0"
SINFO:22,4,30,0,"DD Stereo French"
SINFO:22,4,31,6121,"<b>Track information</b><br>"
SINFO:22,4,33,0,"90"
SINFO:22,4,38,0,""
SINFO:22,4,40,0,"stereo"
SINFO:22,4,42,5088,"( Lossless conversion )"
SINFO:22,5,1,6203,"Subtitles"
SINFO:22,5,3,0,"eng"
SINFO:22,5,4,0,"English"
SINFO:22,5,5,0,"S_VOBSUB"
SINFO:22,5,6,0,""
SINFO:22,5,7,0,"Dvd Subtitles"
SINFO:22,5,22,0,"0"
SINFO:22,5,30,0," English"
SINFO:22,5,31,6121,"<b>Track information</b><br>"
SINFO:22,5,33,0,"90"
SINFO:22,5,38,0,"d"
SINFO:22,5,39,0,"Default"
SINFO:22,5,42,5088,"( Lossless conversion )"
SINFO:22,6,1,6203,"Subtitles"
SINFO:22,6,3,0,"spa"
SINFO:22,6,4,0,"Spanish"
SINFO:22,6,5,0,"S_VOBSUB"
SINFO:22,6,6,0,""
SINFO:22,6,7,0,"Dvd Subtitles"
SINFO:22,6,22,0,"0"
SINFO:22,6,30,0," Spanish"
SINFO:22,6,31,6121,"<b>Track information</b><br>"
SINFO:22,6,33,0,"90"
SINFO:22,6,38,0,""
SINFO:22,6,42,5088,"( Lossless conversion )"
SINFO:22,7,1,6203,"Subtitles"
SINFO:22,7,3,0,"fre"
SINFO:22,7,4,0,"French"
SINFO:22,7,5,0,"S_VOBSUB"
SINFO:22,7,6,0,""
SINFO:22,7,7,0,"Dvd Subtitles"
SINFO:22,7,22,0,"0"
SINFO:22,7,30,0," French"
SINFO:22,7,31,6121,"<b>Track information</b><br>"
SINFO:22,7,33,0,"90"
SINFO:22,7,38,0,""
SINFO:22,7,42,5088,"( Lossless conversion )"
SINFO:22,8,1,6203,"Subtitles"
SINFO:22,8,3,0,"spa"
SINFO:22,8,4,0,"Spanish"
SINFO:22,8,5,0,"S_VOBSUB"
SINFO:22,8,6,0,""
SINFO:22,8,7,0,"Dvd Subtitles"
SINFO:22,8,22,0,"0"
SINFO:22,8,30,0," Spanish"
SINFO:22,8,31,6121,"<b>Track information</b><br>"
SINFO:22,8,33,0,"90"
SINFO:22,8,38,0,""
SINFO:22,8,42,5088,"( Lossless conversion )"
SINFO:22,9,1,6203,"Subtitles"
SINFO:22,9,3,0,"fre"
SINFO:22,9,4,0,"French"
SINFO:22,9,5,0,"S_VOBSUB"
SINFO:22,9,6,0,""
SINFO:22,9,7,0,"Dvd Subtitles"
SINFO:22,9,22,0,"0"
SINFO:22,9,30,0," French"
SINFO:22,9,31,6121,"<b>Track information</b><br>"
SINFO:22,9,33,0,"90"
SINFO:22,9,38,0,""
SINFO:22,9,42,5088,"( Lossless conversion )"
SINFO:22,10,1,6203,"Subtitles"
SINFO:22,10,3,0,"eng"
SINFO:22,10,4,0,"English"
SINFO:22,10,5,0,"S_CC608/DVD"
SINFO:22,10,6,0,"CC"
SINFO:22,10,7,0,"Closed Captions"
SINFO:22,10,13,0,"9.8 Mb/s"
SINFO:22,10,22,0,"0"
SINFO:22,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:22,10,31,6121,"<b>Track information</b><br>"
SINFO:22,10,33,0,"90"
SINFO:22,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:22,10,38,0,""
SINFO:22,10,41,0,"Text"
SINFO:22,10,42,5087,"( Lossy conversion )"
TINFO:23,8,0,"2"
TINFO:23,9,0,"0:00:41"
TINFO:23,10,0,"25.3 MB"
TINFO:23,11,0,"26542080"
TINFO:23,24,0,"27"
TINFO:23,25,0,"2"
TINFO:23,26,0,"1,2"
TINFO:23,27,0,"G2_t23.mkv"
TINFO:23,30,0,"2 chapter(s) , 25.3 MB (G2)"
TINFO:23,31,6120,"<b>Title information</b><br>"
TINFO:23,33,0,"0"
TINFO:23,49,0,"G2"
SINFO:23,0,1,6201,"Video"
SINFO:23,0,5,0,"V_MPEG2"
SINFO:23,0,6,0,"Mpeg2"
SINFO:23,0,7,0,"Mpeg2"
SINFO:23,0,13,0,"9.8 Mb/s"
SINFO:23,0,19,0,"720x480"
SINFO:23,0,20,0,"16:9"
SINFO:23,0,21,0,"29.97 (30000/1001)"
SINFO:23,0,22,0,"0"
SINFO:23,0,30,0,"Mpeg2"
SINFO:23,0,31,6121,"<b>Track information</b><br>"
SINFO:23,0,33,0,"0"
SINFO:23,0,38,0,""
SINFO:23,0,42,5088,"( Lossless conversion )"
SINFO:23,1,1,6202,"Audio"
SINFO:23,1,2,0,"Surround 5.1"
SINFO:23,1,3,0,"eng"
SINFO:23,1,4,0,"English"
SINFO:23,1,5,0,"A_AC3"
SINFO:23,1,6,0,"DD"
SINFO:23,1,7,0,"Dolby Digital"
SINFO:23,1,13,0,"448 Kb/s"
SINFO:23,1,14,0,"6"
SINFO:23,1,17,0,"48000"
SINFO:23,1,22,0,"0"
SINFO:23,1,30,0,"DD Surround 5.1 English"
SINFO:23,1,31,6121,"<b>Track information</b><br>"
SINFO:23,1,33,0,"90"
SINFO:23,1,38,0,"d"
SINFO:23,1,39,0,"Default"
SINFO:23,1,40,0,"5.1(side)"
SINFO:23,1,42,5088,"( Lossless conversion )"
SINFO:23,2,1,6202,"Audio"
SINFO:23,2,2,0,"Surround 5.1"
SINFO:23,2,3,0,"eng"
SINFO:23,2,4,0,"English"
SINFO:23,2,5,0,"A_AC3"
SINFO:23,2,6,0,"DD"
SINFO:23,2,7,0,"Dolby Digital"
SINFO:23,2,13,0,"384 Kb/s"
SINFO:23,2,14,0,"6"
SINFO:23,2,17,0,"48000"
SINFO:23,2,22,0,"4"
SINFO:23,2,30,0,"DD Surround 5.1 English"
SINFO:23,2,31,6121,"<b>Track information</b><br>"
SINFO:23,2,33,0,"90"
SINFO:23,2,38,0,""
SINFO:23,2,40,0,"5.1(side)"
SINFO:23,2,42,5088,"( Lossless conversion )"
SINFO:23,3,1,6202,"Audio"
SINFO:23,3,2,5091,"Stereo"
SINFO:23,3,3,0,"spa"
SINFO:23,3,4,0,"Spanish"
SINFO:23,3,5,0,"A_AC3"
SINFO:23,3,6,0,"DD"
SINFO:23,3,7,0,"Dolby Digital"
SINFO:23,3,13,0,"192 Kb/s"
SINFO:23,3,14,0,"2"
SINFO:23,3,17,0,"48000"
SINFO:23,3,22,0,"0"
SINFO:23,3,30,0,"DD Stereo Spanish"
SINFO:23,3,31,6121,"<b>Track information</b><br>"
SINFO:23,3,33,0,"90"
SINFO:23,3,38,0,""
SINFO:23,3,40,0,"stereo"
SINFO:23,3,42,5088,"( Lossless conversion )"
SINFO:23,4,1,6202,"Audio"
SINFO:23,4,2,5091,"Stereo"
SINFO:23,4,3,0,"fre"
SINFO:23,4,4,0,"French"
SINFO:23,4,5,0,"A_AC3"
SINFO:23,4,6,0,"DD"
SINFO:23,4,7,0,"Dolby Digital"
SINFO:23,4,13,0,"192 Kb/s"
SINFO:23,4,14,0,"2"
SINFO:23,4,17,0,"48000"
SINFO:23,4,22,0,"0"
SINFO:23,4,30,0,"DD Stereo French"
SINFO:23,4,31,6121,"<b>Track information</b><br>"
SINFO:23,4,33,0,"90"
SINFO:23,4,38,0,""
SINFO:23,4,40,0,"stereo"
SINFO:23,4,42,5088,"( Lossless conversion )"
SINFO:23,5,1,6203,"Subtitles"
SINFO:23,5,3,0,"eng"
SINFO:23,5,4,0,"English"
SINFO:23,5,5,0,"S_VOBSUB"
SINFO:23,5,6,0,""
SINFO:23,5,7,0,"Dvd Subtitles"
SINFO:23,5,22,0,"0"
SINFO:23,5,30,0," English"
SINFO:23,5,31,6121,"<b>Track information</b><br>"
SINFO:23,5,33,0,"90"
SINFO:23,5,38,0,"d"
SINFO:23,5,39,0,"Default"
SINFO:23,5,42,5088,"( Lossless conversion )"
SINFO:23,6,1,6203,"Subtitles"
SINFO:23,6,3,0,"spa"
SINFO:23,6,4,0,"Spanish"
SINFO:23,6,5,0,"S_VOBSUB"
SINFO:23,6,6,0,""
SINFO:23,6,7,0,"Dvd Subtitles"
SINFO:23,6,22,0,"0"
SINFO:23,6,30,0," Spanish"
SINFO:23,6,31,6121,"<b>Track information</b><br>"
SINFO:23,6,33,0,"90"
SINFO:23,6,38,0,""
SINFO:23,6,42,5088,"( Lossless conversion )"
SINFO:23,7,1,6203,"Subtitles"
SINFO:23,7,3,0,"fre"
SINFO:23,7,4,0,"French"
SINFO:23,7,5,0,"S_VOBSUB"
SINFO:23,7,6,0,""
SINFO:23,7,7,0,"Dvd Subtitles"
SINFO:23,7,22,0,"0"
SINFO:23,7,30,0," French"
SINFO:23,7,31,6121,"<b>Track information</b><br>"
SINFO:23,7,33,0,"90"
SINFO:23,7,38,0,""
SINFO:23,7,42,5088,"( Lossless conversion )"
SINFO:23,8,1,6203,"Subtitles"
SINFO:23,8,3,0,"spa"
SINFO:23,8,4,0,"Spanish"
SINFO:23,8,5,0,"S_VOBSUB"
SINFO:23,8,6,0,""
SINFO:23,8,7,0,"Dvd Subtitles"
SINFO:23,8,22,0,"0"
SINFO:23,8,30,0," Spanish"
SINFO:23,8,31,6121,"<b>Track information</b><br>"
SINFO:23,8,33,0,"90"
SINFO:23,8,38,0,""
SINFO:23,8,42,5088,"( Lossless conversion )"
SINFO:23,9,1,6203,"Subtitles"
SINFO:23,9,3,0,"fre"
SINFO:23,9,4,0,"French"
SINFO:23,9,5,0,"S_VOBSUB"
SINFO:23,9,6,0,""
SINFO:23,9,7,0,"Dvd Subtitles"
SINFO:23,9,22,0,"0"
SINFO:23,9,30,0," French"
SINFO:23,9,31,6121,"<b>Track information</b><br>"
SINFO:23,9,33,0,"90"
SINFO:23,9,38,0,""
SINFO:23,9,42,5088,"( Lossless conversion )"
SINFO:23,10,1,6203,"Subtitles"
SINFO:23,10,3,0,"eng"
SINFO:23,10,4,0,"English"
SINFO:23,10,5,0,"S_CC608/DVD"
SINFO:23,10,6,0,"CC"
SINFO:23,10,7,0,"Closed Captions"
SINFO:23,10,13,0,"9.8 Mb/s"
SINFO:23,10,22,0,"0"
SINFO:23,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:23,10,31,6121,"<b>Track information</b><br>"
SINFO:23,10,33,0,"90"
SINFO:23,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:23,10,38,0,""
SINFO:23,10,41,0,"Text"
SINFO:23,10,42,5087,"( Lossy conversion )"
TINFO:24,8,0,"2"
TINFO:24,9,0,"0:00:45"
TINFO:24,10,0,"37.1 MB"
TINFO:24,11,0,"38930432"
TINFO:24,24,0,"28"
TINFO:24,25,0,"2"
TINFO:24,26,0,"1,2"
TINFO:24,27,0,"G3_t24.mkv"
TINFO:24,30,0,"2 chapter(s) , 37.1 MB (G3)"
TINFO:24,31,6120,"<b>Title information</b><br>"
TINFO:24,33,0,"0"
TINFO:24,49,0,"G3"
SINFO:24,0,1,6201,"Video"
SINFO:24,0,5,0,"V_MPEG2"
SINFO:24,0,6,0,"Mpeg2"
SINFO:24,0,7,0,"Mpeg2"
SINFO:24,0,13,0,"9.8 Mb/s"
SINFO:24,0,19,0,"720x480"
SINFO:24,0,20,0,"16:9"
SINFO:24,0,21,0,"29.97 (30000/1001)"
SINFO:24,0,22,0,"0"
SINFO:24,0,30,0,"Mpeg2"
SINFO:24,0,31,6121,"<b>Track information</b><br>"
SINFO:24,0,33,0,"0"
SINFO:24,0,38,0,""
SINFO:24,0,42,5088,"( Lossless conversion )"
SINFO:24,1,1,6202,"Audio"
SINFO:24,1,2,0,"Surround 5.1"
SINFO:24,1,3,0,"eng"
SINFO:24,1,4,0,"English"
SINFO:24,1,5,0,"A_AC3"
SINFO:24,1,6,0,"DD"
SINFO:24,1,7,0,"Dolby Digital"
SINFO:24,1,13,0,"448 Kb/s"
SINFO:24,1,14,0,"6"
SINFO:24,1,17,0,"48000"
SINFO:24,1,22,0,"0"
SINFO:24,1,30,0,"DD Surround 5.1 English"
SINFO:24,1,31,6121,"<b>Track information</b><br>"
SINFO:24,1,33,0,"90"
SINFO:24,1,38,0,"d"
SINFO:24,1,39,0,"Default"
SINFO:24,1,40,0,"5.1(side)"
SINFO:24,1,42,5088,"( Lossless conversion )"
SINFO:24,2,1,6202,"Audio"
SINFO:24,2,2,0,"Surround 5.1"
SINFO:24,2,3,0,"eng"
SINFO:24,2,4,0,"English"
SINFO:24,2,5,0,"A_AC3"
SINFO:24,2,6,0,"DD"
SINFO:24,2,7,0,"Dolby Digital"
SINFO:24,2,13,0,"384 Kb/s"
SINFO:24,2,14,0,"6"
SINFO:24,2,17,0,"48000"
SINFO:24,2,22,0,"4"
SINFO:24,2,30,0,"DD Surround 5.1 English"
SINFO:24,2,31,6121,"<b>Track information</b><br>"
SINFO:24,2,33,0,"90"
SINFO:24,2,38,0,""
SINFO:24,2,40,0,"5.1(side)"
SINFO:24,2,42,5088,"( Lossless conversion )"
SINFO:24,3,1,6202,"Audio"
SINFO:24,3,2,5091,"Stereo"
SINFO:24,3,3,0,"spa"
SINFO:24,3,4,0,"Spanish"
SINFO:24,3,5,0,"A_AC3"
SINFO:24,3,6,0,"DD"
SINFO:24,3,7,0,"Dolby Digital"
SINFO:24,3,13,0,"192 Kb/s"
SINFO:24,3,14,0,"2"
SINFO:24,3,17,0,"48000"
SINFO:24,3,22,0,"0"
SINFO:24,3,30,0,"DD Stereo Spanish"
SINFO:24,3,31,6121,"<b>Track information</b><br>"
SINFO:24,3,33,0,"90"
SINFO:24,3,38,0,""
SINFO:24,3,40,0,"stereo"
SINFO:24,3,42,5088,"( Lossless conversion )"
SINFO:24,4,1,6202,"Audio"
SINFO:24,4,2,5091,"Stereo"
SINFO:24,4,3,0,"fre"
SINFO:24,4,4,0,"French"
SINFO:24,4,5,0,"A_AC3"
SINFO:24,4,6,0,"DD"
SINFO:24,4,7,0,"Dolby Digital"
SINFO:24,4,13,0,"192 Kb/s"
SINFO:24,4,14,0,"2"
SINFO:24,4,17,0,"48000"
SINFO:24,4,22,0,"0"
SINFO:24,4,30,0,"DD Stereo French"
SINFO:24,4,31,6121,"<b>Track information</b><br>"
SINFO:24,4,33,0,"90"
SINFO:24,4,38,0,""
SINFO:24,4,40,0,"stereo"
SINFO:24,4,42,5088,"( Lossless conversion )"
SINFO:24,5,1,6203,"Subtitles"
SINFO:24,5,3,0,"eng"
SINFO:24,5,4,0,"English"
SINFO:24,5,5,0,"S_VOBSUB"
SINFO:24,5,6,0,""
SINFO:24,5,7,0,"Dvd Subtitles"
SINFO:24,5,22,0,"0"
SINFO:24,5,30,0," English"
SINFO:24,5,31,6121,"<b>Track information</b><br>"
SINFO:24,5,33,0,"90"
SINFO:24,5,38,0,"d"
SINFO:24,5,39,0,"Default"
SINFO:24,5,42,5088,"( Lossless conversion )"
SINFO:24,6,1,6203,"Subtitles"
SINFO:24,6,3,0,"spa"
SINFO:24,6,4,0,"Spanish"
SINFO:24,6,5,0,"S_VOBSUB"
SINFO:24,6,6,0,""
SINFO:24,6,7,0,"Dvd Subtitles"
SINFO:24,6,22,0,"0"
SINFO:24,6,30,0," Spanish"
SINFO:24,6,31,6121,"<b>Track information</b><br>"
SINFO:24,6,33,0,"90"
SINFO:24,6,38,0,""
SINFO:24,6,42,5088,"( Lossless conversion )"
SINFO:24,7,1,6203,"Subtitles"
SINFO:24,7,3,0,"fre"
SINFO:24,7,4,0,"French"
SINFO:24,7,5,0,"S_VOBSUB"
SINFO:24,7,6,0,""
SINFO:24,7,7,0,"Dvd Subtitles"
SINFO:24,7,22,0,"0"
SINFO:24,7,30,0," French"
SINFO:24,7,31,6121,"<b>Track information</b><br>"
SINFO:24,7,33,0,"90"
SINFO:24,7,38,0,""
SINFO:24,7,42,5088,"( Lossless conversion )"
SINFO:24,8,1,6203,"Subtitles"
SINFO:24,8,3,0,"spa"
SINFO:24,8,4,0,"Spanish"
SINFO:24,8,5,0,"S_VOBSUB"
SINFO:24,8,6,0,""
SINFO:24,8,7,0,"Dvd Subtitles"
SINFO:24,8,22,0,"0"
SINFO:24,8,30,0," Spanish"
SINFO:24,8,31,6121,"<b>Track information</b><br>"
SINFO:24,8,33,0,"90"
SINFO:24,8,38,0,""
SINFO:24,8,42,5088,"( Lossless conversion )"
SINFO:24,9,1,6203,"Subtitles"
SINFO:24,9,3,0,"fre"
SINFO:24,9,4,0,"French"
SINFO:24,9,5,0,"S_VOBSUB"
SINFO:24,9,6,0,""
SINFO:24,9,7,0,"Dvd Subtitles"
SINFO:24,9,22,0,"0"
SINFO:24,9,30,0," French"
SINFO:24,9,31,6121,"<b>Track information</b><br>"
SINFO:24,9,33,0,"90"
SINFO:24,9,38,0,""
SINFO:24,9,42,5088,"( Lossless conversion )"
SINFO:24,10,1,6203,"Subtitles"
SINFO:24,10,3,0,"eng"
SINFO:24,10,4,0,"English"
SINFO:24,10,5,0,"S_CC608/DVD"
SINFO:24,10,6,0,"CC"
SINFO:24,10,7,0,"Closed Captions"
SINFO:24,10,13,0,"9.8 Mb/s"
SINFO:24,10,22,0,"0"
SINFO:24,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:24,10,31,6121,"<b>Track information</b><br>"
SINFO:24,10,33,0,"90"
SINFO:24,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:24,10,38,0,""
SINFO:24,10,41,0,"Text"
SINFO:24,10,42,5087,"( Lossy conversion )"
TINFO:25,8,0,"2"
TINFO:25,9,0,"0:01:29"
TINFO:25,10,0,"71.1 MB"
TINFO:25,11,0,"74590208"
TINFO:25,24,0,"29"
TINFO:25,25,0,"2"
